TYPE;SOUSTYPE;ADRESSE;CODE_POSTAL;VILLE;ARRONDISSEMENT;DATEDECL;ANNEE DECLARATION;MOIS DECLARATION;NUMERO;PREFIXE;INTERVENANT;CONSEIL DE QUARTIER;OBJECTID;geo_shape;geo_point_2d
Objets abandonnés;Meubles et éléments de décoration;203 boulevard vincent auriol ,75013 PARIS;75013;Paris 13;13.0;2012-08-17T04:00:00+02:00;2012;8;275.0;S;Ramen en tant que prestataire de DansMaRue;NATIONALE - DEUX MOULINS;118876;"{""type"": ""Point"", ""coordinates"": [2.357766001010786, 48.83124499755696]}";48.8312449976, 2.35776600101
Voirie et déplacements;Trottoirs:Affaissement, trou, bosse, pavé arraché;128 rue legendre ,75017 PARIS;75017;Paris 17;17.0;2012-08-17T04:00:00+02:00;2012;8;307.0;S;DVD;BATIGNOLLES - CARDINET;118881;"{""type"": ""Point"", ""coordinates"": [2.322107005214909, 48.88883000018501]}";48.8888300002, 2.32210700521
Propreté;Malpropreté du sol:Déchets divers épars;2 boulevard de courcelles, 75017 PARIS;75017;Paris 17;17.0;2012-08-31T04:00:00+02:00;2012;8;559.0;S;DPE;LEGENDRE - LEVIS;118893;"{""type"": ""Point"", ""coordinates"": [2.315294439194814, 48.88137385691225]}";48.8813738569, 2.31529443919
Objets abandonnés;Meubles et éléments de décoration;11 rue descombes, 75017 PARIS;75017;Paris 17;17.0;2012-09-20T04:00:00+02:00;2012;9;510.0;S;Ramen en tant que prestataire de DansMaRue;CHAMPERRET - BERTHIER;118902;"{""type"": ""Point"", ""coordinates"": [2.2927246020948058, 48.88467579886561]}";48.8846757989, 2.29272460209
Objets abandonnés;Autre objet (hors catégories précédentes);17 rue vauvenargues ,75018 PARIS;75018;Paris 18;18.0;2012-09-20T04:00:00+02:00;2012;9;513.0;S;Ramen en tant que prestataire de DansMaRue;GRANDES CARRIERES - CLICHY;118904;"{""type"": ""Point"", ""coordinates"": [2.333594997278678, 48.8931200013173]}";48.8931200013, 2.33359499728
Voirie et déplacements;Panneaux routiers:Panneau manquant;place valhubert ,75005 PARIS;75005;Paris 5;5.0;2012-09-19T04:00:00+02:00;2012;9;449.0;S;DVD;JARDIN DES PLANTES;118905;"{""type"": ""Point"", ""coordinates"": [2.363602005977242, 48.84381000270429]}";48.8438100027, 2.36360200598
Voirie et déplacements;Trottoirs:Affaissement, trou, bosse, pavé arraché;27 rue buffault ,75009 PARIS;75009;Paris 9;9.0;2012-09-19T04:00:00+02:00;2012;9;431.0;S;DVD;LORETTE - MARTYRS;118906;"{""type"": ""Point"", ""coordinates"": [2.342496997905362, 48.87651000186549]}";48.8765100019, 2.34249699791
Objets abandonnés;Planches et palettes;11 rue léon delhomme ,75015 PARIS;75015;Paris 15;15.0;2012-09-21T04:00:00+02:00;2012;9;547.0;S;Ramen en tant que prestataire de DansMaRue;ALLERAY - PROCESSION;118907;"{""type"": ""Point"", ""coordinates"": [2.301426004750137, 48.83690000279533]}";48.8369000028, 2.30142600475
Voirie et déplacements;Feux tricolores :Matériel détérioré;104 rue de vaugirard ,75006 PARIS;75006;Paris 6;6.0;2012-10-03T04:00:00+02:00;2012;10;122.0;S;EVESA_ToutParis;SAINT-PLACIDE;118919;"{""type"": ""Point"", ""coordinates"": [2.323611003664292, 48.846095998470176]}";48.8460959985, 2.32361100366
Objets abandonnés;Meubles et éléments de décoration;3 place emile landrin ,75020 PARIS;75020;Paris 20;20.0;2012-10-25T04:00:00+02:00;2012;10;571.0;S;Ramen en tant que prestataire de DansMaRue;GAMBETTA;118922;"{""type"": ""Point"", ""coordinates"": [2.400159999769284, 48.8639949992707]}";48.8639949993, 2.40015999977
Graffitis, tags, affiches et autocollants;Graffitis sur autres supports:Graffitis sur arbre;40 boulevard de la bastille ,75012 PARIS;75012;Paris 12;12.0;2012-10-25T04:00:00+02:00;2012;10;635.0;S;DEVE-SAB;ALIGRE - GARE DE LYON;118925;"{""type"": ""Point"", ""coordinates"": [2.368965005595605, 48.85066199666848]}";48.8506619967, 2.3689650056
Graffitis, tags, affiches et autocollants;Graffitis sur immeuble, mur ou commerce;20 rue jules césar ,75012 PARIS;75012;Paris 12;12.0;2012-10-25T04:00:00+02:00;2012;10;631.0;S;graffitis;ALIGRE - GARE DE LYON;118926;"{""type"": ""Point"", ""coordinates"": [2.36991700439855, 48.848811995035945]}";48.848811995, 2.3699170044
Objets abandonnés;Planches et palettes;8 rue des favorites ,75015 PARIS;75015;Paris 15;15.0;2012-10-30T02:00:00+01:00;2012;10;851.0;S;Ramen en tant que prestataire de DansMaRue;ALLERAY - PROCESSION;118930;"{""type"": ""Point"", ""coordinates"": [2.30352099750714, 48.839059998379675]}";48.8390599984, 2.30352099751
Graffitis, tags, affiches et autocollants;Graffitis sur immeuble, mur ou commerce;8 rue de la sablière ,75014 PARIS;75014;Paris 14;14.0;2012-10-30T02:00:00+01:00;2012;10;925.0;S;graffitis;PERNETY;118932;"{""type"": ""Point"", ""coordinates"": [2.32457300519351, 48.83159999472876]}";48.8315999947, 2.32457300519
Objets abandonnés;Meubles et éléments de décoration;8 rue maurice berteaux ,75020 PARIS;75020;Paris 20;20.0;2012-10-31T02:00:00+01:00;2012;10;1117.0;S;Ramen en tant que prestataire de DansMaRue;GAMBETTA;118934;"{""type"": ""Point"", ""coordinates"": [2.410288002847332, 48.867710001874975]}";48.8677100019, 2.41028800285
Objets abandonnés;Planches et palettes;15 rue violet ,75015 PARIS;75015;Paris 15;15.0;2012-10-31T02:00:00+01:00;2012;10;1129.0;S;Ramen en tant que prestataire de DansMaRue;DUPLEIX - LA MOTTE PICQUET;118935;"{""type"": ""Point"", ""coordinates"": [2.294599999591821, 48.84930800104736]}";48.849308001, 2.29459999959
Graffitis, tags, affiches et autocollants;Graffitis sur immeuble, mur ou commerce;12 rue vercingétorix ,75014 PARIS;75014;Paris 14;14.0;2012-10-30T02:00:00+01:00;2012;10;1084.0;S;graffitis;RASPAIL - MONTPARNASSE;118936;"{""type"": ""Point"", ""coordinates"": [2.321078000705096, 48.838054999139]}";48.8380549991, 2.32107800071
Graffitis, tags, affiches et autocollants;Graffitis sur immeuble, mur ou commerce;32 rue de l'ouest ,75014 PARIS;75014;Paris 14;14.0;2012-10-31T02:00:00+01:00;2012;10;1118.0;S;graffitis;PERNETY;118938;"{""type"": ""Point"", ""coordinates"": [2.321167000517637, 48.836906002016036]}";48.836906002, 2.32116700052
Objets abandonnés;Meubles et éléments de décoration;11 rue des lyanes ,75020 PARIS;75020;Paris 20;20.0;2012-11-06T02:00:00+01:00;2012;11;236.0;S;Ramen en tant que prestataire de DansMaRue;GAMBETTA;118948;"{""type"": ""Point"", ""coordinates"": [2.405489006518512, 48.86313199789027]}";48.8631319979, 2.40548900652
Graffitis, tags, affiches et autocollants;Affiches ou autocollants sur immeuble, mur ou commerce;177-181 rue de la roquette ,75011 PARIS;75011;Paris 11;11.0;2012-11-06T02:00:00+01:00;2012;11;343.0;S;DPE;LEON BLUM - FOLIE-REGNAULT;118951;"{""type"": ""Point"", ""coordinates"": [2.388574000890742, 48.85978300240015]}";48.8597830024, 2.38857400089
Graffitis, tags, affiches et autocollants;Graffitis sur immeuble, mur ou commerce;35 rue servan ,75011 PARIS;75011;Paris 11;11.0;2012-11-06T02:00:00+01:00;2012;11;433.0;S;graffitis;LEON BLUM - FOLIE-REGNAULT;118956;"{""type"": ""Point"", ""coordinates"": [2.382610993969433, 48.861183002647365]}";48.8611830026, 2.38261099397
Propreté;Malpropreté du sol:Déchets divers épars;4-8 place charles dullin ,75018 PARIS;75018;Paris 18;18.0;2012-11-07T02:00:00+01:00;2012;11;529.0;S;DPE;MONTMARTRE;118958;"{""type"": ""Point"", ""coordinates"": [2.341833999830126, 48.88317499546061]}";48.8831749955, 2.34183399983
Propreté;Malpropreté du sol:Déchets divers épars;171 boulevard serurier ,75019 PARIS;75019;Paris 19;19.0;2012-11-12T02:00:00+01:00;2012;11;1595.0;S;DPE;DANUBE;118982;"{""type"": ""Point"", ""coordinates"": [2.395045000453012, 48.8874699971998]}";48.8874699972, 2.39504500045
Objets abandonnés;Objets entrant dans plusieurs catégories;2 rue pierre semard ,75009 PARIS;75009;Paris 9;9.0;2012-11-13T02:00:00+01:00;2012;11;1707.0;S;Ramen en tant que prestataire de DansMaRue;TRUDAINE - MAUBEUGE;118984;"{""type"": ""Point"", ""coordinates"": [2.346820998529797, 48.87708299621996]}";48.8770829962, 2.34682099853
Propreté;Malpropreté du sol:Grille d'égout encrassée;35 avenue rené coty ,75014 PARIS;75014;Paris 14;14.0;2012-11-13T02:00:00+01:00;2012;11;1851.0;S;DPE;MONTSOURIS - DAREAU;118988;"{""type"": ""Point"", ""coordinates"": [2.335445006501413, 48.82713699849533]}";48.8271369985, 2.3354450065
Objets abandonnés;Objets entrant dans plusieurs catégories;110 rue du faubourg saint-denis ,75010 PARIS;75010;Paris 10;10.0;2012-11-14T02:00:00+01:00;2012;11;2003.0;S;Ramen en tant que prestataire de DansMaRue;PORTE SAINT-DENIS - PARADIS;118992;"{""type"": ""Point"", ""coordinates"": [2.356071000211889, 48.87518999756282]}";48.8751899976, 2.35607100021
Objets abandonnés;Planches et palettes;177 rue de charonne ,75011 PARIS;75011;Paris 11;11.0;2012-11-15T02:00:00+01:00;2012;11;2259.0;S;Ramen en tant que prestataire de DansMaRue;LEON BLUM - FOLIE-REGNAULT;118997;"{""type"": ""Point"", ""coordinates"": [2.391815993770866, 48.855864998346256]}";48.8558649983, 2.39181599377
Objets abandonnés;Planches et palettes;68 rue léon frot ,75011 PARIS;75011;Paris 11;11.0;2012-11-15T02:00:00+01:00;2012;11;2226.0;S;Ramen en tant que prestataire de DansMaRue;LEON BLUM - FOLIE-REGNAULT;118998;"{""type"": ""Point"", ""coordinates"": [2.38556899500452, 48.8568339961162]}";48.8568339961, 2.385568995
Propreté;Malpropreté des mobiliers de collecte des déchets:Corbeille de rue débordante;54 boulevard de charonne ,75020 PARIS;75020;Paris 20;20.0;2012-11-16T02:00:00+01:00;2012;11;2412.0;S;DPE;PERE LACHAISE - REUNION;119004;"{""type"": ""Point"", ""coordinates"": [2.39802499689897, 48.85201000144409]}";48.8520100014, 2.3980249969
Objets abandonnés;Planches et palettes;319 rue du faubourg saint-antoine ,75011 PARIS;75011;Paris 11;11.0;2012-11-16T02:00:00+01:00;2012;11;2459.0;S;Ramen en tant que prestataire de DansMaRue;NATION - ALEXANDRE DUMAS;119006;"{""type"": ""Point"", ""coordinates"": [2.393878002953207, 48.84878499677372]}";48.8487849968, 2.39387800295
Graffitis, tags, affiches et autocollants;Graffitis sur immeuble, mur ou commerce;45 rue saint-denis ,75001 PARIS;75001;Paris 1;1.0;2012-11-19T02:00:00+01:00;2012;11;2723.0;S;graffitis;LES HALLES;119013;"{""type"": ""Point"", ""coordinates"": [2.348551006670951, 48.860950000042166]}";48.86095, 2.34855100667
Voirie et déplacements;Panneaux routiers:Panneau endommagé;14-16 rue de tanger ,75019 PARIS;75019;Paris 19;19.0;2012-11-20T02:00:00+01:00;2012;11;2850.0;S;DVD;FLANDRE - AUBERVILLIERS;119016;"{""type"": ""Point"", ""coordinates"": [2.368639002131086, 48.88585000103691]}";48.885850001, 2.36863900213
Objets abandonnés;Objets entrant dans plusieurs catégories;2 villa stendhal ,75020 PARIS;75020;Paris 20;20.0;2012-11-20T02:00:00+01:00;2012;11;2821.0;S;Ramen en tant que prestataire de DansMaRue;SAINT-BLAISE;119019;"{""type"": ""Point"", ""coordinates"": [2.401413000309216, 48.861999995011175]}";48.861999995, 2.40141300031
Objets abandonnés;Objets entrant dans plusieurs catégories;7 rue gerbier ,75011 PARIS;75011;Paris 11;11.0;2012-11-21T02:00:00+01:00;2012;11;3361.0;S;Ramen en tant que prestataire de DansMaRue;LEON BLUM - FOLIE-REGNAULT;119032;"{""type"": ""Point"", ""coordinates"": [2.386210998661819, 48.858363995817626]}";48.8583639958, 2.38621099866
Objets abandonnés;Objets entrant dans plusieurs catégories;8 rue deguerry ,75011 PARIS;75011;Paris 11;11.0;2012-11-21T02:00:00+01:00;2012;11;3306.0;S;Ramen en tant que prestataire de DansMaRue;BELLEVILLE - SAINT-MAUR;119034;"{""type"": ""Point"", ""coordinates"": [2.373545002368613, 48.86858699470281]}";48.8685869947, 2.37354500237
Objets abandonnés;Portes, fenêtres, volets, vitres et sanitaires;38 rue labat ,75018 PARIS;75018;Paris 18;18.0;2012-11-22T02:00:00+01:00;2012;11;3519.0;S;Ramen en tant que prestataire de DansMaRue;GOUTTE D'OR - CHATEAU ROUGE;119037;"{""type"": ""Point"", ""coordinates"": [2.348707993370222, 48.88925999635348]}";48.8892599964, 2.34870799337
Objets abandonnés;Objets entrant dans plusieurs catégories;7 rue civiale ,75010 PARIS;75010;Paris 10;10.0;2012-11-22T02:00:00+01:00;2012;11;3579.0;S;Ramen en tant que prestataire de DansMaRue;FAUBOURG DU TEMPLE - HOPITAL SAINT-LOUIS;119039;"{""type"": ""Point"", ""coordinates"": [2.375317001642856, 48.87256999770927]}";48.8725699977, 2.37531700164
Objets abandonnés;Planches et palettes;23-35 rue de fontarabie ,75020 PARIS;75020;Paris 20;20.0;2012-11-27T02:00:00+01:00;2012;11;4392.0;S;Ramen en tant que prestataire de DansMaRue;PERE LACHAISE - REUNION;119052;"{""type"": ""Point"", ""coordinates"": [2.401848995000308, 48.85758199754215]}";48.8575819975, 2.401848995
Objets abandonnés;Meubles et éléments de décoration;4 rue de la chine ,75020 PARIS;75020;Paris 20;20.0;2012-11-27T02:00:00+01:00;2012;11;4583.0;S;Ramen en tant que prestataire de DansMaRue;GAMBETTA;119058;"{""type"": ""Point"", ""coordinates"": [2.400042003681804, 48.86640999876811]}";48.8664099988, 2.40004200368
Objets abandonnés;Meubles et éléments de décoration;36 rue du temple ,75004 PARIS;75004;Paris 4;4.0;2012-11-27T02:00:00+01:00;2012;11;4656.0;S;Ramen en tant que prestataire de DansMaRue;SAINT-MERRI;119062;"{""type"": ""Point"", ""coordinates"": [2.35426499995726, 48.859669997839895]}";48.8596699978, 2.35426499996
Propreté;Malpropreté du sol:Déchets divers épars;1-25 rue des ormeaux ,75020 PARIS;75020;Paris 20;20.0;2012-11-28T02:00:00+01:00;2012;11;4723.0;S;DPE;PLAINE;119066;"{""type"": ""Point"", ""coordinates"": [2.400461000339458, 48.8514980008342]}";48.8514980008, 2.40046100034
Objets abandonnés;Objets entrant dans plusieurs catégories;35 rue jacques louvel-tessier ,75010 PARIS;75010;Paris 10;10.0;2012-11-28T02:00:00+01:00;2012;11;4888.0;S;Ramen en tant que prestataire de DansMaRue;FAUBOURG DU TEMPLE - HOPITAL SAINT-LOUIS;119071;"{""type"": ""Point"", ""coordinates"": [2.371880994892493, 48.87170000318391]}";48.8717000032, 2.37188099489
Objets abandonnés;Meubles et éléments de décoration;17 rue de vaucouleurs ,75011 PARIS;75011;Paris 11;11.0;2012-11-30T02:00:00+01:00;2012;11;5382.0;S;Ramen en tant que prestataire de DansMaRue;BELLEVILLE - SAINT-MAUR;119084;"{""type"": ""Point"", ""coordinates"": [2.376847999053604, 48.869769995605196]}";48.8697699956, 2.37684799905
Objets abandonnés;Équipements électriques et électroniques;6 rue choron ,75009 PARIS;75009;Paris 9;9.0;2012-12-03T02:00:00+01:00;2012;12;212.0;S;Ramen en tant que prestataire de DansMaRue;LORETTE - MARTYRS;119106;"{""type"": ""Point"", ""coordinates"": [2.341899996636176, 48.87719299542062]}";48.8771929954, 2.34189999664
Graffitis, tags, affiches et autocollants;Graffitis sur trottoir ou ouvrage d'art;30 rue mazarine ,75006 PARIS;75006;Paris 6;6.0;2012-12-05T02:00:00+01:00;2012;12;629.0;S;graffitis;MONNAIE;119114;"{""type"": ""Point"", ""coordinates"": [2.337308999478333, 48.855835000619386]}";48.8558350006, 2.33730899948
Graffitis, tags, affiches et autocollants;Graffitis sur immeuble, mur ou commerce;101 rue du temple ,75003 PARIS;75003;Paris 3;3.0;2012-12-06T02:00:00+01:00;2012;12;856.0;S;graffitis;REAUMUR;119129;"{""type"": ""Point"", ""coordinates"": [2.357148995978822, 48.86212999582204]}";48.8621299958, 2.35714899598
Objets abandonnés;Équipements électriques et électroniques;99 rue de charonne ,75011 PARIS;75011;Paris 11;11.0;2012-12-06T02:00:00+01:00;2012;12;999.0;S;Ramen en tant que prestataire de DansMaRue;NATION - ALEXANDRE DUMAS;119133;"{""type"": ""Point"", ""coordinates"": [2.384136995196133, 48.854411999381]}";48.8544119994, 2.3841369952
Graffitis, tags, affiches et autocollants;Graffitis sur immeuble, mur ou commerce;46 rue caulaincourt ,75018 PARIS;75018;Paris 18;18.0;2012-12-10T02:00:00+01:00;2012;12;1519.0;S;graffitis;CLIGNANCOURT - JULES JOFFRIN;119143;"{""type"": ""Point"", ""coordinates"": [2.334486998624521, 48.88890499724979]}";48.8889049972, 2.33448699862
Objets abandonnés;Objets entrant dans plusieurs catégories;31 rue du terrage ,75010 PARIS;75010;Paris 10;10.0;2012-12-10T02:00:00+01:00;2012;12;1503.0;S;Ramen en tant que prestataire de DansMaRue;GRANGE AUX BELLES - TERRAGE;119146;"{""type"": ""Point"", ""coordinates"": [2.362992996830864, 48.87717999965496]}";48.8771799997, 2.36299299683
Graffitis, tags, affiches et autocollants;Graffitis sur immeuble, mur ou commerce;8 rue honoré chevalier ,75006 PARIS;75006;Paris 6;6.0;2012-12-10T02:00:00+01:00;2012;12;1473.0;S;graffitis;RENNES;119151;"{""type"": ""Point"", ""coordinates"": [2.331547994703894, 48.84938399853394]}";48.8493839985, 2.3315479947
Objets abandonnés;Objets entrant dans plusieurs catégories;3 rue bourdaloue ,75009 PARIS;75009;Paris 9;9.0;2012-11-23T02:00:00+01:00;2012;11;3737.0;S;Ramen en tant que prestataire de DansMaRue;LORETTE - MARTYRS;119153;"{""type"": ""Point"", ""coordinates"": [2.33838899319859, 48.8762320016557]}";48.8762320017, 2.3383889932
Objets abandonnés;Objets entrant dans plusieurs catégories;63 rue du poteau ,75018 PARIS;75018;Paris 18;18.0;2012-12-11T02:00:00+01:00;2012;12;1716.0;S;Ramen en tant que prestataire de DansMaRue;CLIGNANCOURT - JULES JOFFRIN;119155;"{""type"": ""Point"", ""coordinates"": [2.340348005258989, 48.89541000295392]}";48.895410003, 2.34034800526
Objets abandonnés;Meubles et éléments de décoration;83 rue d'hauteville ,75010 PARIS;75010;Paris 10;10.0;2012-12-14T02:00:00+01:00;2012;12;1987.0;S;Ramen en tant que prestataire de DansMaRue;PORTE SAINT-DENIS - PARADIS;119165;"{""type"": ""Point"", ""coordinates"": [2.351372004041496, 48.876710001557875]}";48.8767100016, 2.35137200404
Objets abandonnés;Autre objet (hors catégories précédentes);11 rue fourcade ,75015 PARIS;75015;Paris 15;15.0;2012-12-17T02:00:00+01:00;2012;12;2152.0;S;Ramen en tant que prestataire de DansMaRue;ALLERAY - PROCESSION;119166;"{""type"": ""Point"", ""coordinates"": [2.298275000595547, 48.83712799567025]}";48.8371279957, 2.2982750006
Objets abandonnés;Objets entrant dans plusieurs catégories;9 rue pinel ,75013 PARIS;75013;Paris 13;13.0;2012-12-17T02:00:00+01:00;2012;12;2208.0;S;Ramen en tant que prestataire de DansMaRue;SALPETRIERE - AUSTERLITZ;119167;"{""type"": ""Point"", ""coordinates"": [2.360724002207046, 48.833329998394696]}";48.8333299984, 2.36072400221
Graffitis, tags, affiches et autocollants;Graffitis sur immeuble, mur ou commerce;84 rue claude bernard ,75005 PARIS;75005;Paris 5;5.0;2012-12-15T02:00:00+01:00;2012;12;2094.0;S;graffitis;VAL DE GRACE;119169;"{""type"": ""Point"", ""coordinates"": [2.344447998369443, 48.8409199975419]}";48.8409199975, 2.34444799837
Propreté;Malpropreté du sol:Déchets divers épars;2-4 cité de la chapelle ,75018 PARIS;75018;Paris 18;18.0;2012-12-18T02:00:00+01:00;2012;12;2506.0;S;DPE;LA CHAPELLE - MARX DORMOY;119173;"{""type"": ""Point"", ""coordinates"": [2.359168999338424, 48.88730599850432]}";48.8873059985, 2.35916899934
Objets abandonnés;Objets entrant dans plusieurs catégories;49 rue de l'échiquier ,75010 PARIS;75010;Paris 10;10.0;2012-12-18T02:00:00+01:00;2012;12;2550.0;S;Ramen en tant que prestataire de DansMaRue;PORTE SAINT-DENIS - PARADIS;119174;"{""type"": ""Point"", ""coordinates"": [2.348272994173666, 48.87192500137492]}";48.8719250014, 2.34827299417
Objets abandonnés;Planches et palettes;104 rue du faubourg saint-denis ,75010 PARIS;75010;Paris 10;10.0;2012-12-18T02:00:00+01:00;2012;12;2434.0;S;Ramen en tant que prestataire de DansMaRue;PORTE SAINT-DENIS - PARADIS;119175;"{""type"": ""Point"", ""coordinates"": [2.355790994841435, 48.87498499830846]}";48.8749849983, 2.35579099484
Objets abandonnés;Planches et palettes;173 rue saint-martin ,75003 PARIS;75003;Paris 3;3.0;2012-12-28T02:00:00+01:00;2012;12;3306.0;S;Ramen en tant que prestataire de DansMaRue;RAMBUTEAU - FRANCS-BOURGEOIS;119196;"{""type"": ""Point"", ""coordinates"": [2.352072998620486, 48.862609997095994]}";48.8626099971, 2.35207299862
Objets abandonnés;Objets entrant dans plusieurs catégories;220 rue du faubourg saint-martin ,75010 PARIS;75010;Paris 10;10.0;2012-12-27T02:00:00+01:00;2012;12;3249.0;S;Ramen en tant que prestataire de DansMaRue;LOUIS BLANC - AQUEDUC;119197;"{""type"": ""Point"", ""coordinates"": [2.363603998306623, 48.880140001722424]}";48.8801400017, 2.36360399831
